,Outlier,Max,Ctx,Max_Ctx
157,47199,32250,"[1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
22,146954,17082,"[1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 4, 5, 6]
"
186,12906,32250,"[0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
132,12667,43995,"[0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
130,12667,43995,"[0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1.
 1.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
164,12906,32250,"[0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
79,127145,22396,"[1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5, 6]
"
191,67674,35715,"[1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
104,125292,44457,"[0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
159,149702,20072,"[0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 6]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [1, 3, 4, 5, 6, 7]
"
174,67632,51011,"[0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
87,34800,42221,"[1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
200,145692,19586,"[0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1.
 1.]","  Employers: [0, 1, 2, 3, 5, 7, 8]
  Job Titles: [0, 1, 2, 4, 5, 6, 7]
  Calendar Years: [1, 3, 4, 5]
"
13,11630,41042,"[1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0.
 1.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
15,82112,37191,"[1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 6, 7, 8]
  Job Titles: [0, 1, 3, 4, 5, 7]
  Calendar Years: [0, 1, 2, 3, 4, 6, 7]
"
38,30092,24455,"[0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6]
"
5,11630,41042,"[1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
189,28897,31144,"[0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1.
 0.]","  Employers: [1, 2, 3, 4, 6, 7, 8]
  Job Titles: [0, 1, 2, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
100,29414,38506,"[0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
129,12091,15396,"[0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 6, 7, 8]
  Job Titles: [0, 2, 4, 7]
  Calendar Years: [0, 1, 3, 4]
"
165,16325,28849,"[1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6]
"
6,28905,13257,"[1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1.
 0.]","  Employers: [0, 3, 4, 5, 6, 8]
  Job Titles: [1, 4, 5, 6]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
69,30106,31281,"[0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
185,67632,51011,"[0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
80,34652,31218,"[1. 1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 5, 6]
"
55,47199,32250,"[0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
31,47199,32250,"[1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
28,47048,28723,"[1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
72,67632,51011,"[1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
54,81664,15746,"[0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 8]
  Job Titles: [1, 2, 4, 5, 6]
  Calendar Years: [1, 2, 3, 4, 5, 7]
"
107,12667,43995,"[0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1.
 1.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
49,71989,37835,"[0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
160,81331,30414,"[1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0.
 0.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [1, 2, 4, 5, 6, 7]
"
181,126493,9991,"[1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [3, 4, 6, 7]
"
148,67632,51011,"[0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
102,126381,44457,"[1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
10,45776,13544,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1.
 1.]","  Employers: [0, 1, 3, 5, 7]
  Job Titles: [1, 2, 4, 6]
  Calendar Years: [0, 1, 2, 3, 4, 6, 7]
"
37,47101,23475,"[1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0.
 0.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 3, 5, 7]
  Calendar Years: [1, 2, 3, 4, 5]
"
136,87956,7087,"[1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0.
 1.]","  Employers: [3, 4, 5, 6, 7, 8]
  Job Titles: [1, 5, 6]
  Calendar Years: [0, 2, 3, 4, 5, 7]
"
117,125292,44457,"[1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
11,11917,51011,"[1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
135,34186,15828,"[1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1.
 0.]","  Employers: [0, 1, 3, 5, 8]
  Job Titles: [2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3]
"
150,47326,29377,"[0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6]
  Job Titles: [0, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
47,12906,32250,"[0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
39,68923,25323,"[0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1.
 1.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
154,87511,48210,"[1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
180,67632,51011,"[0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
3,146790,35715,"[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
146,102975,39945,"[0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
17,16325,28849,"[1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6]
"
56,28768,37835,"[1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
62,75018,46472,"[1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
121,47101,23475,"[1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0.
 0.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 3, 5, 7]
  Calendar Years: [1, 2, 3, 4, 5]
"
126,45756,32250,"[1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 3, 4, 5]
"
125,34396,39945,"[1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
118,48153,23035,"[0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 7]
  Calendar Years: [0, 1, 4, 5, 7]
"
106,46176,23863,"[0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [1, 2, 3, 4, 5, 6, 7]
"
91,126404,39945,"[1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 2, 3, 4, 5, 6, 7]
"
75,99945,37835,"[0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
151,137856,25034,"[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [1, 2, 3, 4, 5, 7]
"
137,28751,51011,"[1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0.
 1.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
122,45714,18805,"[0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.
 1.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 6]
  Calendar Years: [1, 2, 3, 4, 5, 6, 7]
"
77,99945,37835,"[1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
99,99945,37835,"[0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
166,102664,39188,"[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
60,45714,18805,"[1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 6]
  Calendar Years: [1, 2, 3, 4, 5, 6, 7]
"
36,28768,37835,"[1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 7]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
103,16854,37417,"[0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6]
"
139,28985,18929,"[0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1.
 0.]","  Employers: [1, 2, 4, 6, 7, 8]
  Job Titles: [0, 1, 5, 7]
  Calendar Years: [0, 1, 2, 3, 4, 6]
"
97,45814,34647,"[1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0.
 1.]","  Employers: [0, 1, 3, 4, 5, 6, 8]
  Job Titles: [0, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
85,11630,41042,"[1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0.
 0.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
115,67632,51011,"[1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1.
 0.]","  Employers: [0, 1, 2, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
179,11630,41042,"[1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1.
 0.]","  Employers: [0, 1, 2, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
73,12595,13464,"[0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 6]
  Job Titles: [0, 1, 2, 5, 7]
  Calendar Years: [0, 1, 3, 4, 5, 6, 7]
"
74,80295,6318,"[1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0.
 0.]","  Employers: [0, 1, 4, 5]
  Job Titles: [2, 4, 5, 6]
  Calendar Years: [2, 4, 5, 7]
"
108,12667,43995,"[0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0.
 1.]","  Employers: [0, 1, 2, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 6, 7]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
4,11849,21252,"[0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 7]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 3, 4, 5, 6, 7]
"
101,16121,7950,"[0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1.
 0.]","  Employers: [0, 3, 5, 7]
  Job Titles: [1, 4, 6]
  Calendar Years: [0, 2, 3, 4, 5, 7]
"
83,74484,39188,"[1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [0, 1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 3, 4, 5, 6, 7]
"
188,16267,24404,"[1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1.
 0.]","  Employers: [0, 1, 3, 4, 5, 6, 7, 8]
  Job Titles: [1, 2, 3, 4, 5, 6]
  Calendar Years: [0, 1, 2, 4, 5, 6, 7]
"
